product_name,email,price,quantity,sale_id,transaction_date,year_month_yy,store_id_corrected
Herbes de Provence Label Rouge,non_renseignée,25.5,3,ST01241200001,2024-12-16,2412,ST01
Thé Vert Sencha Bio,non_renseignée,16.8,1,CL01241200001,2024-12-23,2412,CL01
Saucisson Sec Artisanal,non_renseignée,64.0,4,CL01241200036,2024-12-02,2412,CL01
Café Arabica Bio en Grains,non_renseignée,21.2,1,PA01241200001,2024-12-30,2412,PA01
Infusion Verveine Menthe,non_renseignée,21.0,2,PA02241200001,2024-12-06,2412,PA02
Chocolat au Lait Caramel Beurre Salé,non_renseignée,11.95,1,PA03241200001,2024-12-13,2412,PA03
Nougat de Montélimar,non_renseignée,14.5,1,BO01241200001,2024-12-20,2412,BO01
Calissons d'Aix,non_renseignée,57.6,3,BO02241200001,2024-12-27,2412,BO02
Crémant d'Alsace Rosé,non_renseignée,24.7,1,PA01241200064,2024-12-03,2412,PA01
Bénédictine D.O.M.,non_renseignée,34.0,1,PA01241200065,2024-12-23,2412,PA01
Caramels au Beurre Salé de Guérande,non_renseignée,12.75,1,MO01241200002,2024-12-03,2412,MO01
Pâtes de Fruits Assorties,non_renseignée,15.9,1,LY01241200002,2024-12-10,2412,LY01
Foie Gras d'Oie Entier,non_renseignée,62.0,1,LY02241200047,2024-12-10,2412,LY02
Marrons Glacés,non_renseignée,64.0,2,LY02241200002,2024-12-17,2412,LY02
Biscuits Roses de Reims,non_renseignée,9.8,1,MA01241200002,2024-12-24,2412,MA01
Madeleines Pur Beurre,non_renseignée,13.5,1,LI01241200002,2024-12-31,2412,LI01
Sablés Bretons,non_renseignée,30.75,3,RE01241200002,2024-12-07,2412,RE01
Pain d'Épices Artisanal,non_renseignée,30.0,2,RE01241200053,2024-12-04,2412,RE01
Croquants aux Amandes,non_renseignée,11.7,1,ST01241200002,2024-12-14,2412,ST01
Navettes de Marseille,non_renseignée,14.0,1,CL01241200002,2024-12-21,2412,CL01
Vin Blanc Gewurztraminer 2020,jean.maurice@gmail.com,75.0,3,ST01241200059,2024-12-13,2412,ST01
Olives Vertes de Provence,david.smith@gmail.com,21.0,2,MA01241200112,2024-12-11,2412,MA01
Canelés de Bordeaux,non_renseignée,18.5,1,PA01241200003,2024-12-28,2412,PA01
Miel de Lavande de Provence,non_renseignée,44.85,3,PA01241200063,2024-12-28,2412,PA01
Vin Rouge Bourgogne Pinot Noir,non_renseignée,42.0,1,PA01241200066,2024-12-13,2412,PA01
Cidre Bouché Brut de Normandie,non_renseignée,15.8,1,PA02241200002,2024-12-04,2412,PA02
Chocolat Noir 70% Madagascar,non_renseignée,50.0,4,PA02241200061,2024-12-14,2412,PA02
Jus de Pomme Artisanal Bio,non_renseignée,24.6,2,PA03241200002,2024-12-11,2412,PA03
Vin Rosé Côtes de Provence,non_renseignée,56.7,3,PA03241200064,2024-12-11,2412,PA03
Limonade Artisanale,non_renseignée,9.9,1,BO01241200002,2024-12-18,2412,BO01
Terrine de Foie Gras de Canard,non_renseignée,45.0,1,PA03241200065,2024-12-01,2412,PA03
Graines de Courge Grillées,non_renseignée,10.8,1,BO02241200002,2024-12-25,2412,BO02
Noix de Cajou Bio,non_renseignée,48.6,3,MO01241200003,2024-12-01,2412,MO01
Amandes Grillées Salées,non_renseignée,14.75,1,LY01241200003,2024-12-08,2412,LY01
Terrine de Sanglier aux Noisettes,non_renseignée,33.6,2,LY01241200048,2024-12-08,2412,LY01
Pistaches d'Iran,non_renseignée,22.5,1,LY02241200003,2024-12-15,2412,LY02
Mélange de Fruits Secs Bio,non_renseignée,37.8,2,MA01241200003,2024-12-22,2412,MA01
Truffes Noires du Périgord,non_renseignée,95.0,1,LI01241200097,2024-12-22,2412,LI01
Olives Noires de Nyons AOP,non_renseignée,13.95,1,LI01241200003,2024-12-29,2412,LI01
Vin Rouge Bordeaux Supérieur 2018,non_renseignée,57.0,2,RE01241200003,2024-12-29,2412,RE01
